,Composition,N Lipids/Layer,N_water,Temperature (K),Avg Membrane Thickness,Kappa (q^-4),Kappa (BW-DCF),Kappa (RSF),Node Features,Edge List,Graph-Level Features
405,"85.00% PIPC, 15.00% DGPC",2915,194532,310,3.84,26.07,17.2,10.29,"[('D3A', 'C3'), ('C2A', 'C1'), ('GL2', 'Na'), ('NC3', 'Q0'), ('PO4', 'Qa'), ('C1B', 'C1'), ('C2B', 'C1'), ('C4A', 'C1'), ('D3B', 'C3'), ('D3A', 'C4'), ('D2A', 'C4'), ('C5B', 'C1'), ('C5A', 'C1'), ('C4B', 'C1'), ('C3B', 'C1'), ('GL1', 'Na'), ('C1A', 'C1')]","[('C1A', 'D2A'), ('C2A', 'D3A'), ('D2A', 'D3A'), ('GL1', 'PO4'), ('C3B', 'C4B'), ('C4A', 'D3A'), ('C4B', 'D3B'), ('GL1', 'GL2'), ('C1A', 'C2A'), ('C1B', 'C2B'), ('C2B', 'C3B'), ('NC3', 'PO4'), ('C2B', 'D3B'), ('C1B', 'GL2'), ('C4A', 'C5A'), ('C1A', 'GL1'), ('C4B', 'C5B')]","[0.85, 0.15]"
406,"85.00% PIPC, 15.00% DIPE",2915,195596,310,3.71,23.8,14.48,10.7,"[('GL2', 'Na'), ('NC3', 'Q0'), ('PO4', 'Qa'), ('C1B', 'C1'), ('C2B', 'C1'), ('C4A', 'C1'), ('D3A', 'C4'), ('D2A', 'C4'), ('NH3', 'Qd'), ('D2B', 'C4'), ('D3B', 'C4'), ('C4B', 'C1'), ('C3B', 'C1'), ('GL1', 'Na'), ('C1A', 'C1')]","[('C1A', 'D2A'), ('D2A', 'D3A'), ('GL1', 'PO4'), ('NH3', 'PO4'), ('C3B', 'C4B'), ('C4A', 'D3A'), ('C4B', 'D3B'), ('GL1', 'GL2'), ('C1B', 'C2B'), ('C2B', 'C3B'), ('C1B', 'D2B'), ('NC3', 'PO4'), ('C1B', 'GL2'), ('D2B', 'D3B'), ('C1A', 'GL1')]","[0.85, 0.15]"
407,"85.00% PIPC, 15.00% DPPE",2915,195569,310,3.78,26.35,17.19,11.05,"[('C2A', 'C1'), ('GL2', 'Na'), ('NC3', 'Q0'), ('PO4', 'Qa'), ('C1B', 'C1'), ('C2B', 'C1'), ('C4A', 'C1'), ('C3A', 'C1'), ('D3A', 'C4'), ('D2A', 'C4'), ('NH3', 'Qd'), ('C4B', 'C1'), ('C3B', 'C1'), ('GL1', 'Na'), ('C1A', 'C1')]","[('C1A', 'D2A'), ('D2A', 'D3A'), ('GL1', 'PO4'), ('NH3', 'PO4'), ('C3B', 'C4B'), ('C4A', 'D3A'), ('GL1', 'GL2'), ('C2A', 'C3A'), ('C1A', 'C2A'), ('C1B', 'C2B'), ('C2B', 'C3B'), ('NC3', 'PO4'), ('C1B', 'GL2'), ('C1A', 'GL1'), ('C3A', 'C4A')]","[0.85, 0.15]"
408,"85.00% PIPC, 15.00% DBPE",2915,194545,310,3.88,26.72,16.85,10.87,"[('C2A', 'C1'), ('GL2', 'Na'), ('NC3', 'Q0'), ('PO4', 'Qa'), ('C1B', 'C1'), ('C2B', 'C1'), ('C4A', 'C1'), ('C3A', 'C1'), ('D3A', 'C4'), ('D2A', 'C4'), ('NH3', 'Qd'), ('C5B', 'C1'), ('C5A', 'C1'), ('C4B', 'C1'), ('C3B', 'C1'), ('GL1', 'Na'), ('C1A', 'C1')]","[('C1A', 'D2A'), ('D2A', 'D3A'), ('GL1', 'PO4'), ('NH3', 'PO4'), ('C3B', 'C4B'), ('C4A', 'D3A'), ('GL1', 'GL2'), ('C2A', 'C3A'), ('C1A', 'C2A'), ('C1B', 'C2B'), ('C2B', 'C3B'), ('NC3', 'PO4'), ('C4B', 'C5B'), ('C1B', 'GL2'), ('C4A', 'C5A'), ('C1A', 'GL1'), ('C3A', 'C4A')]","[0.85, 0.15]"
409,"85.00% PAPC, 15.00% DRPC",2915,190169,310,3.7,17.43,12.77,16.09,"[('GL2', 'Na'), ('C2B', 'C1'), ('D2B', 'C4'), ('C4B', 'C1'), ('D4B', 'C4'), ('C3B', 'C1'), ('GL1', 'Na'), ('D5B', 'C4'), ('D2A', 'C4'), ('D3B', 'C4'), ('D1B', 'C4'), ('D1A', 'C4'), ('PO4', 'Qa'), ('D5A', 'C4'), ('NC3', 'Q0'), ('D3A', 'C4'), ('D6B', 'C4'), ('C1B', 'C1'), ('D4A', 'C4'), ('C5A', 'C1'), ('D6A', 'C4')]","[('D3A', 'D4A'), ('D4A', 'D5A'), ('D2B', 'D3B'), ('D1B', 'D2B'), ('D5A', 'D6A'), ('C5A', 'D4A'), ('GL1', 'GL2'), ('NC3', 'PO4'), ('D1A', 'GL1'), ('D4B', 'D5B'), ('D2A', 'D3A'), ('GL1', 'PO4'), ('C1B', 'GL2'), ('C1B', 'C2B'), ('C2B', 'C3B'), ('D3B', 'D4B'), ('C3B', 'C4B'), ('D1B', 'GL2'), ('D5B', 'D6B'), ('D1A', 'D2A')]","[0.85, 0.15]"
410,"85.00% PAPE, 15.00% DXPE",2915,190125,310,4.02,19.25,10.1,19.03,"[('GL2', 'Na'), ('C2B', 'C1'), ('C3A', 'C1'), ('C6B', 'C1'), ('C4B', 'C1'), ('C3B', 'C1'), ('GL1', 'Na'), ('C6A', 'C1'), ('C2A', 'C1'), ('D2A', 'C4'), ('NH3', 'Qd'), ('D1A', 'C4'), ('PO4', 'Qa'), ('D3A', 'C4'), ('C1A', 'C1'), ('C1B', 'C1'), ('C4A', 'C1'), ('D4A', 'C4'), ('C5B', 'C1'), ('C5A', 'C1')]","[('D3A', 'D4A'), ('C2A', 'C3A'), ('C5A', 'D4A'), ('GL1', 'GL2'), ('C1A', 'C2A'), ('D1A', 'GL1'), ('C5A', 'C6A'), ('C1A', 'GL1'), ('C5B', 'C6B'), ('D2A', 'D3A'), ('GL1', 'PO4'), ('NH3', 'PO4'), ('C1B', 'GL2'), ('C1B', 'C2B'), ('C2B', 'C3B'), ('C4B', 'C5B'), ('C3A', 'C4A'), ('C3B', 'C4B'), ('D1A', 'D2A'), ('C4A', 'C5A')]","[0.85, 0.15]"
411,"85.00% PAPE, 15.00% DVPE",2915,192632,310,3.81,19.55,10.05,20.96,"[('D3A', 'C3'), ('C2A', 'C1'), ('GL2', 'Na'), ('C1B', 'C1'), ('C2B', 'C1'), ('C4A', 'C1'), ('D3B', 'C3'), ('D3A', 'C4'), ('D2A', 'C4'), ('C3B', 'C1'), ('D4A', 'C4'), ('C5A', 'C1'), ('C4B', 'C1'), ('NH3', 'Qd'), ('C1A', 'C1'), ('GL1', 'Na'), ('D1A', 'C4'), ('PO4', 'Qa')]","[('C2A', 'D3A'), ('D2A', 'D3A'), ('GL1', 'PO4'), ('NH3', 'PO4'), ('C3B', 'C4B'), ('C4A', 'D3A'), ('C4B', 'D3B'), ('C5A', 'D4A'), ('GL1', 'GL2'), ('C1A', 'C2A'), ('C1B', 'C2B'), ('C2B', 'C3B'), ('D1A', 'D2A'), ('D3A', 'D4A'), ('D1A', 'GL1'), ('C2B', 'D3B'), ('C1B', 'GL2'), ('C1A', 'GL1')]","[0.85, 0.15]"
412,"85.00% PAPC, 15.00% PRPE",2915,190114,310,3.71,19.79,13.14,16.08,"[('D5A', 'C4'), ('D6A', 'C4'), ('GL2', 'Na'), ('NC3', 'Q0'), ('C1B', 'C1'), ('C2B', 'C1'), ('D3A', 'C4'), ('D2A', 'C4'), ('NH3', 'Qd'), ('D4A', 'C4'), ('C5A', 'C1'), ('C4B', 'C1'), ('C3B', 'C1'), ('GL1', 'Na'), ('D1A', 'C4'), ('PO4', 'Qa')]","[('D2A', 'D3A'), ('GL1', 'PO4'), ('NH3', 'PO4'), ('C3B', 'C4B'), ('C5A', 'D4A'), ('GL1', 'GL2'), ('C1B', 'C2B'), ('C2B', 'C3B'), ('D1A', 'D2A'), ('D3A', 'D4A'), ('NC3', 'PO4'), ('D1A', 'GL1'), ('D4A', 'D5A'), ('C1B', 'GL2'), ('D5A', 'D6A')]","[0.85, 0.15]"
413,"85.00% PAPC, 15.00% PRPC",2915,190159,310,3.7,20.04,13.49,15.85,"[('D5A', 'C4'), ('D6A', 'C4'), ('GL2', 'Na'), ('NC3', 'Q0'), ('C1B', 'C1'), ('C2B', 'C1'), ('D3A', 'C4'), ('D2A', 'C4'), ('D4A', 'C4'), ('C5A', 'C1'), ('C4B', 'C1'), ('C3B', 'C1'), ('GL1', 'Na'), ('D1A', 'C4'), ('PO4', 'Qa')]","[('D2A', 'D3A'), ('GL1', 'PO4'), ('C3B', 'C4B'), ('C5A', 'D4A'), ('GL1', 'GL2'), ('C1B', 'C2B'), ('C2B', 'C3B'), ('D1A', 'D2A'), ('D3A', 'D4A'), ('NC3', 'PO4'), ('D1A', 'GL1'), ('D4A', 'D5A'), ('C1B', 'GL2'), ('D5A', 'D6A')]","[0.85, 0.15]"
414,"85.00% PAPC, 15.00% PQPE",2915,192592,310,3.73,20.74,13.13,17.83,"[('GL2', 'Na'), ('NC3', 'Q0'), ('C1B', 'C1'), ('C2B', 'C1'), ('D3A', 'C4'), ('D2A', 'C4'), ('NH3', 'Qd'), ('D4A', 'C4'), ('C5A', 'C1'), ('C4B', 'C1'), ('C3B', 'C1'), ('C1A', 'C1'), ('GL1', 'Na'), ('D1A', 'C4'), ('PO4', 'Qa')]","[('C1A', 'D2A'), ('D2A', 'D3A'), ('GL1', 'PO4'), ('NH3', 'PO4'), ('C3B', 'C4B'), ('C5A', 'D4A'), ('GL1', 'GL2'), ('C1B', 'C2B'), ('C2B', 'C3B'), ('D1A', 'D2A'), ('D3A', 'D4A'), ('NC3', 'PO4'), ('D1A', 'GL1'), ('C1B', 'GL2'), ('C1A', 'GL1')]","[0.85, 0.15]"
415,"85.00% PAPC, 15.00% POSM",2915,192641,310,3.68,20.4,13.7,16.65,"[('GL2', 'Na'), ('C2B', 'C1'), ('C3A', 'C1'), ('C4B', 'C1'), ('C3B', 'C1'), ('GL1', 'Na'), ('C2A', 'C1'), ('D2A', 'C4'), ('D1A', 'C4'), ('PO4', 'Qa'), ('D2B', 'C3'), ('NC3', 'Q0'), ('D3A', 'C4'), ('T1A', 'C3'), ('AM1', 'P1'), ('C1B', 'C1'), ('AM2', 'P5'), ('D4A', 'C4'), ('C5A', 'C1')]","[('AM1', 'PO4'), ('D3A', 'D4A'), ('C2A', 'C3A'), ('C5A', 'D4A'), ('GL1', 'GL2'), ('C1B', 'D2B'), ('C2A', 'T1A'), ('NC3', 'PO4'), ('D1A', 'GL1'), ('AM2', 'C1B'), ('D2A', 'D3A'), ('GL1', 'PO4'), ('C1B', 'GL2'), ('C1B', 'C2B'), ('C2B', 'C3B'), ('AM1', 'AM2'), ('AM1', 'T1A'), ('C3B', 'D2B'), ('C3B', 'C4B'), ('D1A', 'D2A')]","[0.85, 0.15]"
416,"85.00% PAPC, 15.00% POPE",2915,192635,310,3.73,20.83,14.01,17.52,"[('D2A', 'C3'), ('GL2', 'Na'), ('NC3', 'Q0'), ('C1B', 'C1'), ('C2B', 'C1'), ('C3A', 'C1'), ('C4A', 'C1'), ('D3A', 'C4'), ('D2A', 'C4'), ('NH3', 'Qd'), ('D4A', 'C4'), ('C5A', 'C1'), ('C4B', 'C1'), ('C3B', 'C1'), ('C1A', 'C1'), ('GL1', 'Na'), ('D1A', 'C4'), ('PO4', 'Qa')]","[('C1A', 'D2A'), ('D2A', 'D3A'), ('GL1', 'PO4'), ('NH3', 'PO4'), ('C3A', 'D2A'), ('C3B', 'C4B'), ('C5A', 'D4A'), ('GL1', 'GL2'), ('C1B', 'C2B'), ('C2B', 'C3B'), ('D1A', 'D2A'), ('D3A', 'D4A'), ('NC3', 'PO4'), ('D1A', 'GL1'), ('C1B', 'GL2'), ('C1A', 'GL1'), ('C3A', 'C4A')]","[0.85, 0.15]"
417,"85.00% PAPC, 15.00% POPC",2915,192639,310,3.71,21.31,13.34,18.29,"[('D2A', 'C3'), ('GL2', 'Na'), ('NC3', 'Q0'), ('C1B', 'C1'), ('C2B', 'C1'), ('C3A', 'C1'), ('C4A', 'C1'), ('D3A', 'C4'), ('D2A', 'C4'), ('D4A', 'C4'), ('C5A', 'C1'), ('C4B', 'C1'), ('C3B', 'C1'), ('C1A', 'C1'), ('GL1', 'Na'), ('D1A', 'C4'), ('PO4', 'Qa')]","[('C1A', 'D2A'), ('D2A', 'D3A'), ('GL1', 'PO4'), ('C3A', 'D2A'), ('C3B', 'C4B'), ('C5A', 'D4A'), ('GL1', 'GL2'), ('C1B', 'C2B'), ('C2B', 'C3B'), ('D1A', 'D2A'), ('D3A', 'D4A'), ('NC3', 'PO4'), ('D1A', 'GL1'), ('C1B', 'GL2'), ('C1A', 'GL1'), ('C3A', 'C4A')]","[0.85, 0.15]"
418,"85.00% PAPC, 15.00% PNSM",2915,190119,310,3.78,20.01,14.03,17.16,"[('GL2', 'Na'), ('C2B', 'C1'), ('C3A', 'C1'), ('C6B', 'C1'), ('C4B', 'C1'), ('C3B', 'C1'), ('GL1', 'Na'), ('C2A', 'C1'), ('D2A', 'C4'), ('D1A', 'C4'), ('PO4', 'Qa'), ('NC3', 'Q0'), ('D3A', 'C4'), ('T1A', 'C3'), ('AM1', 'P1'), ('D4B', 'C3'), ('C1B', 'C1'), ('AM2', 'P5'), ('D4A', 'C4'), ('C5B', 'C1'), ('C5A', 'C1')]","[('AM1', 'PO4'), ('C5B', 'D4B'), ('D3A', 'D4A'), ('C2A', 'C3A'), ('C5A', 'D4A'), ('GL1', 'GL2'), ('C2A', 'T1A'), ('NC3', 'PO4'), ('C3B', 'D4B'), ('AM2', 'C1B'), ('D1A', 'GL1'), ('C5B', 'C6B'), ('D2A', 'D3A'), ('GL1', 'PO4'), ('C1B', 'GL2'), ('C1B', 'C2B'), ('C2B', 'C3B'), ('AM1', 'AM2'), ('AM1', 'T1A'), ('C3B', 'C4B'), ('D1A', 'D2A')]","[0.85, 0.15]"
419,"85.00% PAPC, 15.00% PIPE",2915,192626,310,3.72,20.12,12.41,19.17,"[('GL2', 'Na'), ('NC3', 'Q0'), ('C1B', 'C1'), ('C2B', 'C1'), ('C4A', 'C1'), ('D3A', 'C4'), ('D2A', 'C4'), ('NH3', 'Qd'), ('D4A', 'C4'), ('C5A', 'C1'), ('C4B', 'C1'), ('C3B', 'C1'), ('C1A', 'C1'), ('GL1', 'Na'), ('D1A', 'C4'), ('PO4', 'Qa')]","[('C1A', 'D2A'), ('D2A', 'D3A'), ('GL1', 'PO4'), ('NH3', 'PO4'), ('C3B', 'C4B'), ('C4A', 'D3A'), ('C5A', 'D4A'), ('GL1', 'GL2'), ('C1B', 'C2B'), ('C2B', 'C3B'), ('D1A', 'D2A'), ('D3A', 'D4A'), ('NC3', 'PO4'), ('D1A', 'GL1'), ('C1B', 'GL2'), ('C1A', 'GL1')]","[0.85, 0.15]"
420,"85.00% PAPC, 15.00% PIPC",2915,192644,310,3.7,21.32,14.17,18.61,"[('GL2', 'Na'), ('NC3', 'Q0'), ('C1B', 'C1'), ('C2B', 'C1'), ('C4A', 'C1'), ('D3A', 'C4'), ('D2A', 'C4'), ('D4A', 'C4'), ('C5A', 'C1'), ('C4B', 'C1'), ('C3B', 'C1'), ('C1A', 'C1'), ('GL1', 'Na'), ('D1A', 'C4'), ('PO4', 'Qa')]","[('C1A', 'D2A'), ('D2A', 'D3A'), ('GL1', 'PO4'), ('C3B', 'C4B'), ('C4A', 'D3A'), ('C5A', 'D4A'), ('GL1', 'GL2'), ('C1B', 'C2B'), ('C2B', 'C3B'), ('D1A', 'D2A'), ('D3A', 'D4A'), ('NC3', 'PO4'), ('D1A', 'GL1'), ('C1B', 'GL2'), ('C1A', 'GL1')]","[0.85, 0.15]"
421,"85.00% PAPC, 15.00% PGSM",2915,192592,310,3.73,20.81,14.73,18.12,"[('GL2', 'Na'), ('C2B', 'C1'), ('C3A', 'C1'), ('C4B', 'C1'), ('C3B', 'C1'), ('GL1', 'Na'), ('C2A', 'C1'), ('D2A', 'C4'), ('D1A', 'C4'), ('PO4', 'Qa'), ('NC3', 'Q0'), ('D3A', 'C4'), ('T1A', 'C3'), ('AM1', 'P1'), ('C1B', 'C1'), ('AM2', 'P5'), ('D3B', 'C3'), ('D4A', 'C4'), ('C5B', 'C1'), ('C5A', 'C1')]","[('C4B', 'D3B'), ('AM1', 'PO4'), ('D3A', 'D4A'), ('C2A', 'C3A'), ('C5A', 'D4A'), ('GL1', 'GL2'), ('C2A', 'T1A'), ('NC3', 'PO4'), ('D1A', 'GL1'), ('AM2', 'C1B'), ('D2A', 'D3A'), ('GL1', 'PO4'), ('C1B', 'GL2'), ('C1B', 'C2B'), ('C2B', 'C3B'), ('AM1', 'AM2'), ('C4B', 'C5B'), ('AM1', 'T1A'), ('C3B', 'C4B'), ('C2B', 'D3B'), ('D1A', 'D2A')]","[0.85, 0.15]"
422,"85.00% PAPC, 15.00% PGPE",2915,192592,310,3.78,20.59,12.36,18.11,"[('D3A', 'C3'), ('C2A', 'C1'), ('GL2', 'Na'), ('NC3', 'Q0'), ('C1B', 'C1'), ('C2B', 'C1'), ('C4A', 'C1'), ('D3A', 'C4'), ('D2A', 'C4'), ('NH3', 'Qd'), ('D4A', 'C4'), ('C5A', 'C1'), ('C4B', 'C1'), ('C3B', 'C1'), ('C1A', 'C1'), ('GL1', 'Na'), ('D1A', 'C4'), ('PO4', 'Qa')]","[('C2A', 'D3A'), ('D2A', 'D3A'), ('GL1', 'PO4'), ('NH3', 'PO4'), ('C3B', 'C4B'), ('C4A', 'D3A'), ('C5A', 'D4A'), ('GL1', 'GL2'), ('C1A', 'C2A'), ('C1B', 'C2B'), ('C2B', 'C3B'), ('D1A', 'D2A'), ('D3A', 'D4A'), ('NC3', 'PO4'), ('D1A', 'GL1'), ('C1B', 'GL2'), ('C4A', 'C5A'), ('C1A', 'GL1')]","[0.85, 0.15]"
423,"85.00% PAPC, 15.00% PGPC",2915,192591,310,3.76,21.73,14.31,17.89,"[('D3A', 'C3'), ('C2A', 'C1'), ('GL2', 'Na'), ('NC3', 'Q0'), ('C1B', 'C1'), ('C2B', 'C1'), ('C4A', 'C1'), ('D3A', 'C4'), ('D2A', 'C4'), ('D4A', 'C4'), ('C5A', 'C1'), ('C4B', 'C1'), ('C3B', 'C1'), ('C1A', 'C1'), ('GL1', 'Na'), ('D1A', 'C4'), ('PO4', 'Qa')]","[('C2A', 'D3A'), ('D2A', 'D3A'), ('GL1', 'PO4'), ('C3B', 'C4B'), ('C4A', 'D3A'), ('C5A', 'D4A'), ('GL1', 'GL2'), ('C1A', 'C2A'), ('C1B', 'C2B'), ('C2B', 'C3B'), ('D1A', 'D2A'), ('D3A', 'D4A'), ('NC3', 'PO4'), ('D1A', 'GL1'), ('C1B', 'GL2'), ('C4A', 'C5A'), ('C1A', 'GL1')]","[0.85, 0.15]"
424,"85.00% PAPC, 15.00% PEPC",2915,192591,310,3.74,21.52,14.46,17.51,"[('C2A', 'C1'), ('GL2', 'Na'), ('NC3', 'Q0'), ('C1B', 'C1'), ('C2B', 'C1'), ('D3A', 'C4'), ('D2A', 'C4'), ('D4A', 'C4'), ('C5A', 'C1'), ('C4B', 'C1'), ('C3B', 'C1'), ('C1A', 'C1'), ('GL1', 'Na'), ('D1A', 'C4'), ('PO4', 'Qa')]","[('C2A', 'D3A'), ('D2A', 'D3A'), ('GL1', 'PO4'), ('C3B', 'C4B'), ('C5A', 'D4A'), ('GL1', 'GL2'), ('C1A', 'C2A'), ('C1B', 'C2B'), ('C2B', 'C3B'), ('D1A', 'D2A'), ('D3A', 'D4A'), ('NC3', 'PO4'), ('D1A', 'GL1'), ('C1B', 'GL2'), ('C1A', 'GL1')]","[0.85, 0.15]"
425,"85.00% PAPC, 15.00% PAPE",2915,192593,310,3.71,20.05,12.48,17.71,"[('GL2', 'Na'), ('NC3', 'Q0'), ('C1B', 'C1'), ('C2B', 'C1'), ('D3A', 'C4'), ('D2A', 'C4'), ('NH3', 'Qd'), ('D4A', 'C4'), ('C5A', 'C1'), ('C4B', 'C1'), ('C3B', 'C1'), ('GL1', 'Na'), ('D1A', 'C4'), ('PO4', 'Qa')]","[('D2A', 'D3A'), ('GL1', 'PO4'), ('NH3', 'PO4'), ('C3B', 'C4B'), ('C5A', 'D4A'), ('GL1', 'GL2'), ('C1B', 'C2B'), ('C2B', 'C3B'), ('D1A', 'D2A'), ('D3A', 'D4A'), ('NC3', 'PO4'), ('D1A', 'GL1'), ('C1B', 'GL2')]","[0.85, 0.15]"
426,"85.00% PAPC, 15.00% LPPE",2915,192628,310,3.7,20.56,12.76,17.23,"[('C2A', 'C1'), ('GL2', 'Na'), ('NC3', 'Q0'), ('C1B', 'C1'), ('C2B', 'C1'), ('C3A', 'C1'), ('C4A', 'C1'), ('D3A', 'C4'), ('D2A', 'C4'), ('NH3', 'Qd'), ('D4A', 'C4'), ('C5A', 'C1'), ('C4B', 'C1'), ('C3B', 'C1'), ('C1A', 'C1'), ('GL1', 'Na'), ('D1A', 'C4'), ('PO4', 'Qa')]","[('D2A', 'D3A'), ('GL1', 'PO4'), ('NH3', 'PO4'), ('C3B', 'C4B'), ('C5A', 'D4A'), ('GL1', 'GL2'), ('C2A', 'C3A'), ('C1A', 'C2A'), ('C1B', 'C2B'), ('C2B', 'C3B'), ('D1A', 'D2A'), ('D3A', 'D4A'), ('NC3', 'PO4'), ('D1A', 'GL1'), ('C1B', 'GL2'), ('C1A', 'GL1'), ('C3A', 'C4A')]","[0.85, 0.15]"
427,"85.00% PAPC, 15.00% LPPC",2915,192624,310,3.69,20.96,14.58,17.92,"[('C2A', 'C1'), ('GL2', 'Na'), ('NC3', 'Q0'), ('C1B', 'C1'), ('C2B', 'C1'), ('C3A', 'C1'), ('C4A', 'C1'), ('D3A', 'C4'), ('D2A', 'C4'), ('D4A', 'C4'), ('C5A', 'C1'), ('C4B', 'C1'), ('C3B', 'C1'), ('C1A', 'C1'), ('GL1', 'Na'), ('D1A', 'C4'), ('PO4', 'Qa')]","[('D2A', 'D3A'), ('GL1', 'PO4'), ('C3B', 'C4B'), ('C5A', 'D4A'), ('GL1', 'GL2'), ('C2A', 'C3A'), ('C1A', 'C2A'), ('C1B', 'C2B'), ('C2B', 'C3B'), ('D1A', 'D2A'), ('D3A', 'D4A'), ('NC3', 'PO4'), ('D1A', 'GL1'), ('C1B', 'GL2'), ('C1A', 'GL1'), ('C3A', 'C4A')]","[0.85, 0.15]"
428,"85.00% PAPC, 15.00% DYPE",2915,193390,310,3.64,20.4,13.44,17.55,"[('D2A', 'C3'), ('D2B', 'C3'), ('GL2', 'Na'), ('NC3', 'Q0'), ('C1B', 'C1'), ('C2B', 'C1'), ('C3A', 'C1'), ('D3A', 'C4'), ('D2A', 'C4'), ('NH3', 'Qd'), ('D4A', 'C4'), ('C5A', 'C1'), ('C4B', 'C1'), ('C3B', 'C1'), ('C1A', 'C1'), ('GL1', 'Na'), ('D1A', 'C4'), ('PO4', 'Qa')]","[('C1A', 'D2A'), ('D2A', 'D3A'), ('GL1', 'PO4'), ('C3B', 'D2B'), ('C3A', 'D2A'), ('C3B', 'C4B'), ('C5A', 'D4A'), ('GL1', 'GL2'), ('NH3', 'PO4'), ('C1B', 'C2B'), ('C2B', 'C3B'), ('C1B', 'D2B'), ('D1A', 'D2A'), ('D3A', 'D4A'), ('D1A', 'GL1'), ('NC3', 'PO4'), ('C1B', 'GL2'), ('C1A', 'GL1')]","[0.85, 0.15]"
429,"85.00% PAPC, 15.00% DYPC",2915,193424,310,3.62,20.01,13.26,17.33,"[('D2A', 'C3'), ('D2B', 'C3'), ('GL2', 'Na'), ('NC3', 'Q0'), ('C1B', 'C1'), ('C2B', 'C1'), ('C3A', 'C1'), ('D3A', 'C4'), ('D2A', 'C4'), ('D4A', 'C4'), ('C5A', 'C1'), ('C4B', 'C1'), ('C3B', 'C1'), ('C1A', 'C1'), ('GL1', 'Na'), ('D1A', 'C4'), ('PO4', 'Qa')]","[('C1A', 'D2A'), ('D2A', 'D3A'), ('GL1', 'PO4'), ('C3B', 'D2B'), ('C3A', 'D2A'), ('C3B', 'C4B'), ('C5A', 'D4A'), ('GL1', 'GL2'), ('C1B', 'C2B'), ('C2B', 'C3B'), ('C1B', 'D2B'), ('D1A', 'D2A'), ('D3A', 'D4A'), ('D1A', 'GL1'), ('NC3', 'PO4'), ('C1B', 'GL2'), ('C1A', 'GL1')]","[0.85, 0.15]"
430,"85.00% PAPC, 15.00% DXSM",2915,190139,310,3.87,20.57,13.46,18.9,"[('GL2', 'Na'), ('C2B', 'C1'), ('C3A', 'C1'), ('C6B', 'C1'), ('C4B', 'C1'), ('C3B', 'C1'), ('GL1', 'Na'), ('C2A', 'C1'), ('D2A', 'C4'), ('D1A', 'C4'), ('PO4', 'Qa'), ('NC3', 'Q0'), ('D3A', 'C4'), ('T1A', 'C3'), ('AM1', 'P1'), ('C1B', 'C1'), ('AM2', 'P5'), ('C4A', 'C1'), ('D4A', 'C4'), ('C5B', 'C1'), ('C5A', 'C1')]","[('AM1', 'PO4'), ('D3A', 'D4A'), ('C2A', 'C3A'), ('C5A', 'D4A'), ('GL1', 'GL2'), ('C2A', 'T1A'), ('NC3', 'PO4'), ('D1A', 'GL1'), ('AM2', 'C1B'), ('C5B', 'C6B'), ('D2A', 'D3A'), ('GL1', 'PO4'), ('C1B', 'GL2'), ('C1B', 'C2B'), ('C2B', 'C3B'), ('AM1', 'AM2'), ('C4B', 'C5B'), ('C3A', 'C4A'), ('AM1', 'T1A'), ('C3B', 'C4B'), ('D1A', 'D2A'), ('C4A', 'C5A')]","[0.85, 0.15]"
431,"85.00% PAPC, 15.00% DXPE",2915,190097,310,3.93,19.86,12.58,16.42,"[('GL2', 'Na'), ('C2B', 'C1'), ('C3A', 'C1'), ('C6B', 'C1'), ('C4B', 'C1'), ('C3B', 'C1'), ('GL1', 'Na'), ('C6A', 'C1'), ('C2A', 'C1'), ('D2A', 'C4'), ('NH3', 'Qd'), ('D1A', 'C4'), ('PO4', 'Qa'), ('NC3', 'Q0'), ('D3A', 'C4'), ('C1A', 'C1'), ('C1B', 'C1'), ('C4A', 'C1'), ('D4A', 'C4'), ('C5B', 'C1'), ('C5A', 'C1')]","[('D3A', 'D4A'), ('C2A', 'C3A'), ('C5A', 'D4A'), ('GL1', 'GL2'), ('C1A', 'C2A'), ('NC3', 'PO4'), ('D1A', 'GL1'), ('C5A', 'C6A'), ('C1A', 'GL1'), ('C5B', 'C6B'), ('D2A', 'D3A'), ('GL1', 'PO4'), ('NH3', 'PO4'), ('C1B', 'GL2'), ('C1B', 'C2B'), ('C2B', 'C3B'), ('C4B', 'C5B'), ('C3A', 'C4A'), ('C3B', 'C4B'), ('D1A', 'D2A'), ('C4A', 'C5A')]","[0.85, 0.15]"
